analysis_type,usage_frequency_category,savings_category,user_segments_count,avg_monthly_trips,avg_annual_trips,avg_annual_casual_cost,annual_membership_cost,avg_annual_savings,avg_conversion_score,consistency_score,marketing_priority,recommended_messaging,break_even_annual_trips
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,138,1656,3805.704534,180.00,3625.704534,95,83.33,Immediate Priority,"""Wells St & 19th St""",78
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,206,2472,3795.973515,180.00,3615.973515,95,100.00,Immediate Priority,"""Orleans St & Chestnut St (NEXT Apts)""",117
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,245,2940,3778.65064,180.00,3598.65064,95,100.00,Immediate Priority,"""Morgan St & Polk St""",140
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,179,2148,3769.61588454545,180.00,3589.61588454545,95,91.67,Immediate Priority,"""Larrabee St & North Ave""",103
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,64,768,3751.91454428572,180.00,3571.91454428572,95,58.33,High Priority,"""South Shore Dr & 67th St""",37
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,157,1884,3750.15114,180.00,3570.15114,95,100.00,Immediate Priority,"""Clinton St & Tilden St""",90
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,144,1728,3745.9781025,180.00,3565.9781025,95,100.00,Immediate Priority,"""Ellis Ave & 58th St""",83
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,159,1908,3712.6296125,180.00,3532.6296125,95,100.00,Immediate Priority,"""Albany Ave & Bloomingdale Ave""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,193,2316,3709.0016225,180.00,3529.0016225,95,100.00,Immediate Priority,"""Canal St & Taylor St""",112
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,209,2508,3706.92043909091,180.00,3526.92043909091,95,91.67,Immediate Priority,"""Noble St & Milwaukee Ave""",122
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,207,2484,3693.3067325,180.00,3513.3067325,95,100.00,Immediate Priority,"""Sheffield Ave & Willow St""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,80,960,3679.75693,180.00,3499.75693,95,75.00,High Priority,"""Sheridan Rd & Greenleaf Ave""",47
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,161,1932,3659.789685,180.00,3479.789685,95,100.00,Immediate Priority,"""Morgan St & 18th St""",95
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,178,2136,3617.9812025,180.00,3437.9812025,95,100.00,Immediate Priority,"""Larrabee St & Oak St""",106
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,86,1032,3609.80547666667,180.00,3429.80547666667,95,75.00,High Priority,"""Wentworth Ave & 24th St""",51
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,196,2352,3609.3550925,180.00,3429.3550925,94,100.00,Immediate Priority,"""Lincoln Ave & Roscoe St*""",117
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,201,2412,3594.397295,180.00,3414.397295,95,100.00,Immediate Priority,"""Southport Ave & Clybourn Ave""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,204,2448,3578.921965,180.00,3398.921965,95,100.00,Immediate Priority,"""Ashland Ave & Blackhawk St""",123
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,196,2352,3573.813255,180.00,3393.813255,95,100.00,Immediate Priority,"""Paulina Ave & North Ave""",118
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,215,2580,3550.5766125,180.00,3370.5766125,95,100.00,Immediate Priority,"""Southport Ave & Irving Park Rd""",131
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,160,1920,3469.4884775,180.00,3289.4884775,95,100.00,Immediate Priority,"""Ashland Ave & Lake St""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,208,2496,3461.07523363636,180.00,3281.07523363636,95,91.67,Immediate Priority,"""Racine Ave & Wrightwood Ave""",130
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,197,2364,3431.598095,180.00,3251.598095,94,100.00,Immediate Priority,"""Ashland Ave & Grace St""",124
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,204,2448,3396.4966325,180.00,3216.4966325,95,100.00,Immediate Priority,"""Wells St & Institute Pl""",130
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,178,2136,3340.70883818182,180.00,3160.70883818182,95,91.67,Immediate Priority,"""Lincoln Ave & Sunnyside Ave""",115
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,170,2040,3330.29419,180.00,3150.29419,95,100.00,Immediate Priority,"""Western Ave & Walton St""",110
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,106,1272,3329.68950818182,180.00,3149.68950818182,94,91.67,Immediate Priority,"""Indiana Ave & 26th St""",69
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,180,2160,3323.060736,180.00,3143.060736,95,83.33,Immediate Priority,"""Seeley Ave & Roscoe St""",117
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,160,1920,3299.77752,180.00,3119.77752,95,100.00,Immediate Priority,"""Leavitt St & Belmont Ave""",105
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,172,2064,3282.39617,180.00,3102.39617,95,100.00,Immediate Priority,"""California Ave & Cortez St""",113
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,96,1152,3269.088595,180.00,3089.088595,95,100.00,Immediate Priority,"""Chicago Ave & Washington St""",63
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,167,2004,3250.6696025,180.00,3070.6696025,95,100.00,Immediate Priority,"""Western Ave & Leland Ave""",111
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,106,1272,3166.940406,180.00,2986.940406,95,83.33,Immediate Priority,"""State St & 19th St""",72
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,169,2028,3154.32770727273,180.00,2974.32770727273,94,91.67,Immediate Priority,"""Ashland Ave & Chicago Ave""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,165,1980,3145.86809181818,180.00,2965.86809181818,95,91.67,Immediate Priority,"""Wilton Ave & Diversey Pkwy*""",113
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,100,1200,3137.7184025,180.00,2957.7184025,95,100.00,Immediate Priority,"""Glenwood Ave & Morse Ave""",69
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,72,864,3129.76952625,180.00,2949.76952625,95,66.67,High Priority,"""Woodlawn Ave & Lake Park Ave""",50
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,171,2052,3104.2375,180.00,2924.2375,95,100.00,Immediate Priority,"""Greenview Ave & Diversey Pkwy""",119
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,160,1920,3087.47130545455,180.00,2907.47130545455,95,91.67,Immediate Priority,"""Ashland Ave & Wellington Ave""",112
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,120,1440,3086.23539545455,180.00,2906.23539545455,94,91.67,Immediate Priority,"""Larrabee St & Menomonee St""",84
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,171,2052,3077.04844363636,180.00,2897.04844363636,95,91.67,Immediate Priority,"""Leavitt St & Armitage Ave""",120
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,143,1716,3070.93561090909,180.00,2890.93561090909,95,91.67,Immediate Priority,"""Paulina St & 18th St""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,143,1716,3069.81973636364,180.00,2889.81973636364,95,91.67,Immediate Priority,"""Blue Island Ave & 18th St""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,160,1920,3054.01997,180.00,2874.01997,95,100.00,Immediate Priority,"""Damen Ave & Leland Ave""",113
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,169,2028,3040.036035,180.00,2860.036035,95,83.33,Immediate Priority,"""Orleans St & Elm St""",120
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,157,1884,3014.1541575,180.00,2834.1541575,95,100.00,Immediate Priority,"""Campbell Ave & North Ave""",113
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,64,768,3012.64771714286,180.00,2832.64771714286,95,58.33,High Priority,"""South Shore Dr & 71st St""",46
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,167,2004,3000.71458636364,180.00,2820.71458636364,95,91.67,Immediate Priority,"""Wood St & Chicago Ave""",120
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,95,1140,2995.76559272727,180.00,2815.76559272727,95,91.67,Immediate Priority,"""University Library (NU)""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,119,1428,2990.78660727273,180.00,2810.78660727273,95,91.67,Immediate Priority,"""California Ave & Division St""",86
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,174,2088,2990.639105,180.00,2810.639105,95,100.00,Immediate Priority,"""Damen Ave & Charleston St""",126
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,90,1080,2990.525232,180.00,2810.525232,95,83.33,Immediate Priority,"""Central Park Ave & Bloomingdale Ave""",65
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,121,1452,2960.422356,180.00,2780.422356,95,83.33,Immediate Priority,"""Canal St & Harrison St""",88
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,111,1332,2944.459815,180.00,2764.459815,95,83.33,Immediate Priority,"""California Ave & Montrose Ave""",81
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,121,1452,2938.224489,180.00,2758.224489,95,83.33,Immediate Priority,"""Clark St & Elmdale Ave""",89
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,181,2172,2921.50573,180.00,2741.50573,95,100.00,Immediate Priority,"""Racine Ave & 18th St""",134
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,135,1620,2879.301215,180.00,2699.301215,95,100.00,Immediate Priority,"""Kedzie Ave & Palmer Ct""",101
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,138,1656,2878.6961625,180.00,2698.6961625,95,100.00,Immediate Priority,"""Ashland Ave & Wrightwood Ave""",104
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,68,816,2873.69501333333,180.00,2693.69501333333,95,75.00,High Priority,"""Rhodes Ave & 32nd St""",51
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,121,1452,2861.00198,180.00,2681.00198,95,100.00,Immediate Priority,"""Clark St & Lunt Ave""",91
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,98,1176,2841.13927909091,180.00,2661.13927909091,95,91.67,Immediate Priority,"""Drexel Ave & 60th St""",75
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,165,1980,2838.731365,180.00,2658.731365,95,100.00,Immediate Priority,"""May St & Taylor St""",126
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,159,1908,2837.3271375,180.00,2657.3271375,95,100.00,Immediate Priority,"""Wolcott (Ravenswood) Ave & Montrose Ave""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,179,2148,2836.1610975,180.00,2656.1610975,95,100.00,Immediate Priority,"""Elizabeth St & Fulton St""",136
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,144,1728,2813.93236636364,180.00,2633.93236636364,95,91.67,Immediate Priority,"""Throop St & Taylor St""",111
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,124,1488,2804.31775,180.00,2624.31775,95,100.00,Immediate Priority,"""Southport Ave & Clark St""",96
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,121,1452,2780.2619275,180.00,2600.2619275,95,100.00,Immediate Priority,"""State St & 33rd St""",94
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,143,1716,2765.44538727273,180.00,2585.44538727273,94,91.67,Immediate Priority,"""Milwaukee Ave & Rockwell St""",112
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,122,1464,2758.58732727273,180.00,2578.58732727273,95,91.67,Immediate Priority,"""Lincoln Ave & Addison St""",96
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,150,1800,2695.212585,180.00,2515.212585,95,100.00,Immediate Priority,"""Halsted St & Roosevelt Rd""",120
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,156,1872,2689.964155,180.00,2509.964155,94,100.00,Immediate Priority,"""Spaulding Ave & Armitage Ave""",125
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,87,1044,2679.12652909091,180.00,2499.12652909091,95,91.67,Immediate Priority,"""Sheridan Rd & Columbia Ave""",70
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,124,1488,2675.12884909091,180.00,2495.12884909091,95,91.67,Immediate Priority,"""California Ave & North Ave""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,131,1572,2669.70677,180.00,2489.70677,95,100.00,Immediate Priority,"""Ellis Ave & 53rd St""",106
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,146,1752,2650.20908181818,180.00,2470.20908181818,94,91.67,Immediate Priority,"""Ravenswood Ave & Irving Park Rd""",119
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,121,1452,2641.54191545455,180.00,2461.54191545455,95,91.67,Immediate Priority,"""Paulina St & Montrose Ave""",99
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,63,756,2639.650395,180.00,2459.650395,95,66.67,High Priority,"""MLK Jr Dr & Pershing Rd""",52
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,154,1848,2637.00982090909,180.00,2457.00982090909,95,91.67,Immediate Priority,"""Stave St & Armitage Ave""",126
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,146,1752,2637.00596,180.00,2457.00596,95,100.00,Immediate Priority,"""California Ave & Francis Pl""",120
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,126,1512,2633.79369818182,180.00,2453.79369818182,95,91.67,Immediate Priority,"""Damen Ave & Sunnyside Ave""",103
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,147,1764,2626.986055,180.00,2446.986055,94,100.00,Immediate Priority,"""Wood St & Augusta Blvd""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,151,1812,2624.69555454545,180.00,2444.69555454545,95,91.67,Immediate Priority,"""Ashland Ave & Grand Ave""",124
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,72,864,2608.55030625,180.00,2428.55030625,95,66.67,High Priority,"""Wentworth Ave & 33rd St""",60
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,140,1680,2607.455235,180.00,2427.455235,94,100.00,Immediate Priority,"""Leavitt St & Chicago Ave""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,84,1008,2606.722605,180.00,2426.722605,95,83.33,Immediate Priority,"""Evanston Civic Center""",70
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,119,1428,2572.62779727273,180.00,2392.62779727273,95,91.67,Immediate Priority,"""Ashland Ave & Belle Plaine Ave""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,126,1512,2528.7377125,180.00,2348.7377125,93,100.00,Immediate Priority,"""Halsted St & 18th St""",108
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,136,1632,2524.79313818182,180.00,2344.79313818182,95,91.67,Immediate Priority,"""Racine Ave & Washington Blvd""",116
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,114,1368,2518.672405,180.00,2338.672405,94,100.00,Immediate Priority,"""University Ave & 59th St""",98
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,159,1908,2517.64729,180.00,2337.64729,94,100.00,Immediate Priority,"""Damen Ave & Grand Ave""",136
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,159,1908,2514.9484075,180.00,2334.9484075,95,100.00,Immediate Priority,"""Western Ave & Division St""",137
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,68,816,2507.4063,180.00,2327.4063,95,83.33,Immediate Priority,"""Indiana Ave & 31st St""",59
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,173,2076,2500.682755,180.00,2320.682755,94,100.00,Immediate Priority,"""N Green St & W Lake St""",149
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,156,1872,2492.1279,180.00,2312.1279,94,83.33,Immediate Priority,"""Damen Ave & Wellington Ave""",135
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,149,1788,2469.857988,180.00,2289.857988,95,83.33,Immediate Priority,"""Lincoln Ave & Byron St""",130
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,133,1596,2461.2987,180.00,2281.2987,94,100.00,Immediate Priority,"""Loomis St & Jackson Blvd""",117
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,105,1260,2431.391817,180.00,2251.391817,95,83.33,Immediate Priority,"""St. Louis Ave & Fullerton Ave""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,136,1632,2405.8402775,180.00,2225.8402775,94,100.00,Immediate Priority,"""Lincoln Ave & Belle Plaine Ave""",122
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,126,1512,2394.04908545455,180.00,2214.04908545455,95,91.67,Immediate Priority,"""Damen Ave & Clybourn Ave""",114
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,106,1272,2316.174726,180.00,2136.174726,95,83.33,Immediate Priority,"""Campbell Ave & Fullerton Ave""",99
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,115,1380,2311.24369333333,180.00,2131.24369333333,95,75.00,High Priority,"""Racine Ave & Randolph St""",107
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,115,1380,2305.42599818182,180.00,2125.42599818182,94,91.67,Immediate Priority,"""Clinton St & 18th St""",108
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,100,1200,2286.844869,180.00,2106.844869,95,83.33,Immediate Priority,"""Richmond St & Diversey Ave""",94
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,93,1116,2269.8922075,180.00,2089.8922075,95,100.00,Immediate Priority,"""Damen Ave & Madison St""",88
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,47,564,2258.22028285714,180.00,2078.22028285714,95,58.33,High Priority,"""Dorchester Ave & 63rd St""",45
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,63,756,2240.11598571429,180.00,2060.11598571429,95,58.33,High Priority,"""Calumet Ave & 35th St""",61
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,70,840,2218.870038,180.00,2038.870038,95,83.33,Immediate Priority,"""Harper Ave & 59th St""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,126,1512,2218.138053,180.00,2038.138053,95,83.33,Immediate Priority,"""Damen Ave & Melrose Ave""",123
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,97,1164,2198.591286,180.00,2018.591286,95,83.33,Immediate Priority,"""Clark St & Schreiber Ave""",95
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,125,1500,2197.53121090909,180.00,2017.53121090909,95,91.67,Immediate Priority,"""Ashland Ave & Augusta Blvd""",123
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,127,1524,2188.76120727273,180.00,2008.76120727273,94,91.67,Immediate Priority,"""Leavitt St & Lawrence Ave""",125
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,99,1188,2188.05372272727,180.00,2008.05372272727,95,91.67,Immediate Priority,"""Greenview Ave & Jarvis Ave""",98
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,122,1464,2177.3540125,180.00,1997.3540125,95,100.00,Immediate Priority,"""Damen Ave & Foster Ave""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,120,1440,2145.58396090909,180.00,1965.58396090909,95,91.67,Immediate Priority,"""Clybourn Ave & Division St""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,66,792,2141.55328875,180.00,1961.55328875,95,66.67,High Priority,"""Francisco Ave & Foster Ave""",67
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,120,1440,2139.346475,180.00,1959.346475,94,100.00,Immediate Priority,"""Paulina St & Flournoy St""",121
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,91,1092,2114.99915454545,180.00,1934.99915454545,94,91.67,Immediate Priority,"""Paulina St & Howard St""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,119,1428,2114.79314181818,180.00,1934.79314181818,95,91.67,Immediate Priority,"""Leavitt St & Division St""",122
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,91,1092,2111.40730909091,180.00,1931.40730909091,94,91.67,Immediate Priority,"""Emerald Ave & 31st St""",93
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,60,720,2109.42275666667,180.00,1929.42275666667,95,75.00,High Priority,"""Greenwood Ave & 47th St""",61
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,131,1572,2089.439013,180.00,1909.439013,95,83.33,Immediate Priority,"""Elston Ave & Wabansia Ave""",135
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,124,1488,2085.85164,180.00,1905.85164,95,91.67,Immediate Priority,"""Racine Ave & Congress Pkwy""",128
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,115,1380,2080.5118625,180.00,1900.5118625,93,100.00,Immediate Priority,"""Leavitt St & North Ave""",119
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,106,1272,2076.60403636364,180.00,1896.60403636364,94,91.67,Immediate Priority,"""Morgan Ave & 14th Pl""",110
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,52,624,2072.80017333333,180.00,1892.80017333333,93,75.00,High Priority,"""Eastlake Ter & Howard St""",54
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,88,1056,2060.408382,180.00,1880.408382,94,83.33,Immediate Priority,"""California Ave & Byron St""",92
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,81,972,2042.79828,180.00,1862.79828,93,75.00,High Priority,"""May St & Cullerton St""",86
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,94,1128,2025.08070545455,180.00,1845.08070545455,95,91.67,Immediate Priority,"""Calumet Ave & 33rd St""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,142,1704,2006.75725636364,180.00,1826.75725636364,95,91.67,Immediate Priority,"""Milwaukee Ave & Fullerton Ave""",153
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,106,1272,2003.854308,180.00,1823.854308,95,83.33,Immediate Priority,"""Ravenswood Ave & Berteau Ave""",114
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,96,1152,1997.40746666667,180.00,1817.40746666667,95,75.00,High Priority,"""Central Park Ave & Elbridge Ave""",104
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,103,1236,1995.98780333333,180.00,1815.98780333333,95,75.00,High Priority,"""Damen Ave & Cullerton St""",111
