analysis_type,station_name,station_type,total_casual_trips_2024,unique_casual_riders,avg_trips_per_active_day,casual_percentage,composite_roi_score,investment_recommendation,recommended_tactics,conservative_conversion_target,optimistic_conversion_target,annual_revenue_potential,campaign_timeline_priority,success_metrics_target
STATION_ROI_ANALYSIS,"""Racine Ave & 18th St""",Quality Usage Station,2174,1,6.55,32.78,73.46,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,326,544,78264,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Greenview Ave & Fullerton Ave""",Quality Usage Station,2427,1,7.27,28.34,73.43,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,364,607,87372,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Honore St & Division St""",Quality Usage Station,3395,1,9.84,29.14,73.41,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,509,849,122220,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Financial Pl & Ida B Wells Dr""",Quality Usage Station,3175,1,9.39,31.60,73.41,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,476,794,114300,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clinton St & Roosevelt Rd""",Quality Usage Station,2586,1,7.79,37.50,73.41,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,388,647,93096,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Larrabee St & Armitage Ave""",Quality Usage Station,2983,1,9.07,37.67,73.40,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,447,746,107388,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Elizabeth St & Fulton St""",Quality Usage Station,2156,1,6.55,29.92,73.39,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,323,539,77616,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Franklin St & Adams St (Temp)""",Quality Usage Station,3333,1,9.72,30.29,73.36,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,500,833,119988,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Southport Ave & Belmont Ave""",Quality Usage Station,3296,1,9.64,31.08,73.36,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,494,824,118656,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Green St & Washington Blvd""",Quality Usage Station,2923,1,9.31,36.40,73.31,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,438,731,105228,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""N Green St & W Lake St""",Quality Usage Station,2085,1,6.50,33.83,73.31,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,313,521,75060,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Bryn Mawr Ave""",Quality Usage Station,2297,1,6.82,29.64,73.30,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,345,574,82692,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sangamon St & Washington Blvd""",Quality Usage Station,2627,1,7.89,31.86,73.29,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,394,657,94572,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Elizabeth St & Randolph St""",Quality Usage Station,3584,1,9.93,31.46,73.28,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,538,896,129024,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Walsh Park""",Quality Usage Station,2609,1,7.83,36.82,73.23,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,391,652,93924,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Delano Ct & Roosevelt Rd""",Quality Usage Station,3052,1,9.42,42.77,73.21,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,458,763,109872,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Montrose Ave""",Quality Usage Station,2601,1,7.74,34.68,73.21,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,390,650,93636,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Orleans St & Hubbard St""",Quality Usage Station,2519,1,7.52,28.25,73.21,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,378,630,90684,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Desplaines St & Randolph St""",Quality Usage Station,2882,1,8.60,32.30,73.19,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,432,721,103752,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & Wrightwood Ave""",Quality Usage Station,2308,1,6.99,32.09,73.18,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,346,577,83088,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wilton Ave & Diversey Pkwy""",Quality Usage Station,3467,1,9.99,30.39,73.17,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,520,867,124812,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Leland Ave""",Quality Usage Station,3374,1,9.78,35.15,73.16,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,506,844,121464,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wentworth Ave & Cermak Rd*""",Quality Usage Station,2523,1,8.17,48.58,73.16,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,378,631,90828,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Jefferson St & Monroe St""",Commuter Station,2626,1,7.89,28.77,73.12,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,394,657,94536,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ada St & Washington Blvd""",Quality Usage Station,2394,1,6.98,30.35,73.07,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,359,599,86184,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Winthrop Ave & Lawrence Ave""",Quality Usage Station,2177,1,6.58,34.26,73.04,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,327,544,78372,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & Fullerton Ave""",Quality Usage Station,3201,1,9.70,25.40,73.01,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,480,800,115236,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Southport Ave & Irving Park Rd""",Quality Usage Station,2580,1,7.59,32.39,72.94,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,387,645,92880,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""LaSalle St & Washington St""",Quality Usage Station,2431,1,7.19,28.95,72.93,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,365,608,87516,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Desplaines St & Jackson Blvd""",Quality Usage Station,3378,1,9.49,25.25,72.87,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,507,845,121608,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wacker Dr & Washington St""",Quality Usage Station,2324,1,6.96,23.66,72.85,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,349,581,83664,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & 9th St (AMLI)""",Quality Usage Station,2153,1,6.67,36.87,72.84,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,323,538,77508,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Canal St & Monroe St""",Commuter Station,2759,1,8.24,24.43,72.83,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,414,690,99324,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clark St & Ida B Wells Dr""",Quality Usage Station,2698,1,8.46,32.52,72.80,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,405,675,97128,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Buena Ave""",Quality Usage Station,2890,1,8.68,28.38,72.74,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,434,723,104040,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Fairbanks St & Superior St""",Quality Usage Station,2156,1,6.72,29.17,72.71,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,323,539,77616,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Dearborn St & Adams St""",Quality Usage Station,3243,1,9.40,32.61,72.70,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,486,811,116748,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Argyle St""",Quality Usage Station,2371,1,7.10,33.36,72.70,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,356,593,85356,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Loomis St & Lexington St""",Quality Usage Station,2872,1,8.50,15.82,72.67,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,431,718,103392,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Orleans St & Chestnut St (NEXT Apts)""",Quality Usage Station,2482,1,7.43,29.80,72.66,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,372,621,89352,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Dearborn St & Van Buren St""",Quality Usage Station,2434,1,7.40,42.39,72.64,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,365,609,87624,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & Maxwell St""",Quality Usage Station,3055,1,8.80,28.76,72.59,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,458,764,109980,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""State St & Pearson St""",Quality Usage Station,2603,1,7.82,29.91,72.56,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,390,651,93708,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Canal St & Taylor St""",Quality Usage Station,2321,1,6.77,38.90,72.54,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,348,580,83556,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Halsted St & Polk St""",Quality Usage Station,3098,1,9.03,18.78,72.52,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,465,775,111528,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wabash Ave & 16th St""",Quality Usage Station,3157,1,9.40,36.40,72.45,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,474,789,113652,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wells St & Institute Pl""",Quality Usage Station,2451,1,7.36,33.93,72.41,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,368,613,88236,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Argyle St""",Quality Usage Station,2196,1,6.74,29.30,72.40,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,329,549,79056,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Morgan St & Polk St""",Quality Usage Station,2941,1,8.45,15.41,72.37,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,441,735,105876,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Lawrence Ave""",Quality Usage Station,2103,1,6.30,32.55,72.26,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,315,526,75708,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Clarendon Ave & Leland Ave""",Quality Usage Station,2229,1,6.99,33.06,72.23,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,334,557,80244,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Thomas St (Augusta Blvd)""",Quality Usage Station,2628,1,7.60,34.21,72.22,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,394,657,94608,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Marine Dr & Ainslie St""",Quality Usage Station,2846,1,9.30,40.22,72.06,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,427,712,102456,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Berwyn Ave""",Quality Usage Station,2138,1,6.23,29.00,72.03,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,321,535,76968,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ellis Ave & 55th St""",Quality Usage Station,4831,1,13.53,24.95,71.98,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,725,1208,173916,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Granville Ave""",Quality Usage Station,2424,1,7.39,35.59,71.95,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,364,606,87264,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Broadway & Thorndale Ave""",Quality Usage Station,2354,1,7.29,35.13,71.82,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,353,589,84744,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Cornell Ave & Hyde Park Blvd""",Quality Usage Station,2575,1,8.05,31.38,71.67,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,386,644,92700,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Benson Ave & Church St""",Quality Usage Station,2510,1,7.34,43.08,71.63,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,377,628,90360,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lake Park Ave & 53rd St""",Quality Usage Station,2275,1,6.81,32.12,71.42,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,341,569,81900,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Fort Dearborn Dr & 31st St*""",Tourist/Recreation Hub,2220,1,9.37,45.18,71.38,"Low Investment ($500-2,000/year)",Weekend Events + Tourist-Focused Signage + Recreational Messaging,333,555,79920,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lake Park Ave & 56th St""",Commuter Station,2920,1,8.44,30.62,71.32,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,438,730,105120,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Woodlawn Ave & 58th St""",Quality Usage Station,2310,1,6.98,27.18,70.94,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,347,578,83160,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""63rd St Beach""",Medium-Volume Opportunity,834,1,3.99,63.62,70.61,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,125,209,30024,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Blackstone Ave & 59th St""",Quality Usage Station,2584,1,7.34,26.73,70.57,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,388,646,93024,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sheridan Rd & Noyes St (NU)""",Quality Usage Station,2711,1,7.93,47.00,70.55,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,407,678,97596,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Woodlawn Ave & 55th St""",Quality Usage Station,3132,1,9.00,29.71,70.50,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,470,783,112752,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & Belmont Ave""",Quality Usage Station,1921,1,5.77,42.44,70.46,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,288,480,69156,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Wellington Ave""",Quality Usage Station,1600,1,5.37,33.06,70.43,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,240,400,57600,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Grand Ave""",Quality Usage Station,1687,1,5.34,32.25,70.16,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,253,422,60732,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Wrightwood Ave""",Commuter Station,1667,1,5.24,29.77,70.15,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,250,417,60012,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Spaulding Ave & Armitage Ave""",Quality Usage Station,1878,1,5.69,34.27,70.10,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,282,470,67608,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Western Ave & Division St""",Quality Usage Station,1919,1,5.92,36.51,70.09,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,288,480,69084,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wood St & Augusta Blvd""",Quality Usage Station,1770,1,5.40,28.07,70.05,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,266,443,63720,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Wellington Ave""",Quality Usage Station,1785,1,5.60,26.09,70.01,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,268,446,64260,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & Chicago Ave""",Commuter Station,1680,1,5.33,34.65,70.00,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,252,420,60480,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Seeley Ave & Roscoe St""",Quality Usage Station,1849,1,5.74,32.39,69.98,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,277,462,66564,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ashland Ave & Chicago Ave""",Quality Usage Station,1882,1,5.90,28.30,69.97,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,282,471,67752,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wood St & Chicago Ave""",Quality Usage Station,1871,1,5.85,24.82,69.97,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,281,468,67356,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Milwaukee Ave & Fullerton Ave""",Quality Usage Station,1590,1,5.03,44.90,69.93,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,239,398,57240,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Belle Plaine Ave""",Quality Usage Station,1642,1,5.28,32.88,69.92,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,246,411,59112,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Sunnyside Ave""",Quality Usage Station,1984,1,6.36,33.87,69.83,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,298,496,71424,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Albany Ave & Bloomingdale Ave""",Quality Usage Station,1915,1,5.82,36.46,69.83,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,287,479,68940,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Ravenswood Ave & Irving Park Rd""",Quality Usage Station,1620,1,5.35,27.22,69.77,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,243,405,58320,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Leavitt St & Armitage Ave""",Quality Usage Station,1906,1,5.86,30.84,69.73,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,286,477,68616,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""California Ave & Francis Pl""",Quality Usage Station,1758,1,5.63,37.10,69.73,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,264,440,63288,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Lincoln Ave & Byron St""",Quality Usage Station,1522,1,5.04,33.26,69.73,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,228,381,54792,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Stave St & Armitage Ave""",Quality Usage Station,1718,1,5.45,35.13,69.72,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,258,430,61848,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Orleans St & Elm St""",Commuter Station,1725,1,5.67,27.86,69.65,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,259,431,62100,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Sedgwick St & Schiller St""",Commuter Station,1645,1,5.34,35.42,69.65,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,247,411,59220,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Milwaukee Ave & Rockwell St""",Quality Usage Station,1594,1,5.26,41.50,69.62,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,239,399,57384,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Damen Ave & Grand Ave""",Commuter Station,1914,1,5.87,35.70,69.61,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,287,479,68904,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wolcott (Ravenswood) Ave & Montrose Ave""",Quality Usage Station,1911,1,5.97,33.97,69.60,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,287,478,68796,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Humboldt Blvd & Armitage Ave""",Quality Usage Station,1959,1,6.22,40.24,69.53,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,294,490,70524,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Morgan St & 18th St""",Quality Usage Station,1932,1,5.89,34.30,69.46,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,290,483,69552,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Campbell Ave & North Ave""",Quality Usage Station,1895,1,5.80,31.69,69.46,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,284,474,68220,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Chicago Ave & Sheridan Rd""",Quality Usage Station,2521,1,7.59,47.23,69.45,"Low Investment ($500-2,000/year)",High-Visibility Displays + Street Teams + QR Code Campaigns,378,630,90756,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Larrabee St & North Ave""",Commuter Station,1997,1,6.34,29.14,69.44,"Low Investment ($500-2,000/year)",Commuter Benefits + Rush Hour Promotions + Time-Saving Messaging,300,499,71892,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Wilton Ave & Diversey Pkwy*""",Quality Usage Station,1844,1,5.95,33.54,69.25,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,277,461,66384,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
STATION_ROI_ANALYSIS,"""Racine Ave & Washington Blvd""",Quality Usage Station,1529,1,5.03,27.78,69.18,"Low Investment ($500-2,000/year)",Community Partnerships + Local Events + Neighborhood Outreach,229,382,55044,Medium Priority (Q2-Q3 2025),10-20% conversion rate target
